	text	class	sample
888	(	0	23
889	2015	0	23
890	)	0	23
892	no.	0	23
893	11	0	23
894	,	0	23
897	114508	0	23
900	[	0	23
901	arXiv:1508.00681	0	23
902	[	0	23
905	hep-lat	0	23
906	]].	0	23
913	T	1	24
915	.Kloiber	1	24
917	,C	1	24
919	.Gattringer	1	24
922	,	0	24
923	PoS	0	24
927	Lattice	0	24
929	2014	0	24
932	(	0	24
935	2015	0	24
936	)	0	24
937	345	0	24
940	[	0	24
943	arXiv:1410.3216	0	24
944	[	0	24
945	hep	0	24
947	-lat	0	24
948	]].	0	24
955	S.	1	25
957	Chandrasekharan	1	25
958	,	0	25
961	Phys.	0	25
963	Rev.	0	25
965	D	0	25
969	86	0	25
972	(	0	25
973	2012	0	25
974	)	0	25
977	021701	0	25
980	[	0	25
981	arXiv:1205.0084	0	25
984	[	0	25
985	hep-lat	0	25
986	]].	0	25
993	D.J.	1	26
995	Cecile,	1	26
997	S.Chandrasekharan	1	26
1000	,	0	26
1001	Phys	0	26
1003	.Rev	0	26
1005	.D	0	26
1009	77	0	26
1012	(	0	26
1015	2008	0	26
1016	)	0	26
1017	054502	0	26
1020	[	0	26
1023	arXiv:0801.1857	0	26
1024	[	0	26
1027	hep-lat	0	26
1028	]].	0	26
1035	S	1	27
1037	.Chan	1	27
1039	-drasekharan,F.	1	27
1041	J.Jiang	1	27
1042	,	0	27
1045	Phys.	0	27
1047	Rev.	0	27
1049	D	0	27
1051	74	0	27
1054	(	0	27
1057	2006	0	27
1060	)	0	27
1061	014506	0	27
1062	[	0	27
1065	hep	0	27
1067	-lat/0602031	0	27
1068	].	0	27
1075	S.	1	28
1077	Chandrasekha-	1	28
1079	ran,C.G	1	28
1081	.Strouthos	1	28
1082	,	0	28
1083	Phys	0	28
1085	.Rev	0	28
1087	.D	0	28
1091	69	0	28
1092	(	0	28
1095	2004	0	28
1098	)	0	28
1101	091502	0	28
1102	[	0	28
1103	hep	0	28
1105	-	0	28
1107	lat/0401002	0	28
1108	].	0	28
1115	S.Chandrasekharan	1	29
1117	,F	1	29
1119	.J	1	29
1121	.Jiang	1	29
1122	,	0	29
1123	Phys.	0	29
1125	Rev.	0	29
1127	D	0	29
1129	68	0	29
1132	(	0	29
1133	2003	0	29
1136	)	0	29
1139	091501	0	29
1142	[	0	29
1143	hep-	0	29
1145	lat	0	29
1147	/0309025	0	29
1148	].	0	29
1155	D.H.	1	30
1157	Adams,S.	1	30
1159	Chandrasekha-	1	30
1161	ran	1	30
1162	,	0	30
1165	Nucl.Phys.B	0	30
1169	662	0	30
1170	(	0	30
1173	2003	0	30
1174	)	0	30
1177	220	0	30
1180	[	0	30
1183	hep-lat	0	30
1185	/	0	30
1187	0303003]	0	30
1188	.	0	30
1195	S.Chandrasekharan,C	1	31
1197	.G	1	31
1199	.Strouthos	1	31
1202	,	0	31
1203	Phys.Rev	0	31
1205	.D	0	31
1209	68	0	31
1210	(	0	31
1211	2003	0	31
1214	)	0	31
1215	091502	0	31
1218	[	0	31
1221	hep	0	31
1223	-lat/	0	31
1225	0306034	0	31
1228	].	0	31
1235	S.Chandrasekharan	1	32
1236	,	0	32
1237	Phys.	0	32
1239	Lett.	0	32
1241	B	0	32
1243	536	0	32
1246	(	0	32
1247	2002	0	32
1250	)	0	32
1251	72	0	32
1254	[	0	32
1257	hep	0	32
1259	-lat/0203020	0	32
1262	]	0	32
1264	.	0	32
1271	H.Vairinhos,P.de	1	33
1273	Forcrand	1	33
1274	,	0	33
1277	PoS	0	33
1279	LATTICE	0	33
1281	2015	0	33
1282	(	0	33
1285	2016	0	33
1288	)	0	33
1289	170	0	33
1292	.	0	33
1299	W	1	34
1301	.	1	34
1303	Unger,P	1	34
1305	.de	1	34
1307	Forcrand	1	34
1308	,	0	34
1309	J	0	34
1311	.Phys	0	34
1313	.G	0	34
1317	38	0	34
1320	(	0	34
1321	2011	0	34
1324	)	0	34
1325	124190	0	34
1328	[	0	34
1329	arXiv	0	34
1331	:	0	34
1333	1107	0	34
1335	.1553	0	34
1336	[	0	34
1339	hep	0	34
1341	-lat	0	34
1342	]].	0	34
1349	O	1	35
1351	.Bär,W.Rath,	1	35
1353	U.	1	35
1355	Wolff	1	35
1356	,	0	35
1359	Nucl.Phys	0	35
1361	.B	0	35
1365	822	0	35
1366	(	0	35
1369	2009	0	35
1370	)	0	35
1373	408	0	35
1374	[	0	35
1377	arXiv:	0	35
1379	0905	0	35
1381	.	0	35
1383	4417	0	35
1384	[	0	35
1385	hep	0	35
1387	-	0	35
1389	lat	0	35
1390	]].	0	35
1397	U.	1	36
1399	Wolff	1	36
1400	,	0	36
1401	Nucl.Phys.B	0	36
1405	789	0	36
1406	(	0	36
1409	2008	0	36
1410	)	0	36
1413	258	0	36
1414	[	0	36
1417	arXiv:0707	0	36
1419	.	0	36
1421	2872	0	36
1424	[	0	36
1425	hep-	0	36
1427	lat	0	36
1430	]].	0	36
1437	M.	1	37
1439	Salmhofer	1	37
1440	,	0	37
1443	Nucl.	0	37
1445	Phys.	0	37
1447	B	0	37
1451	362	0	37
1454	(	0	37
1455	1991	0	37
1456	)	0	37
1459	641	0	37
1460	.	0	37
1467	H.	1	38
1469	Gausterer,	1	38
1471	C.B.	1	38
1473	Lang,	1	38
1475	M.	1	38
1477	Salmhofer	1	38
1478	,	0	38
1481	Nucl.Phys	0	38
1483	.B	0	38
1487	388	0	38
1490	(	0	38
1493	1992	0	38
1494	)	0	38
1495	275	0	38
1498	.	0	38
1505	H	1	39
1507	.Gausterer	1	39
1509	,C	1	39
1511	.B.Lang	1	39
1514	,	0	39
1515	Nucl	0	39
1517	.Phys	0	39
1519	.B	0	39
1523	455	0	39
1526	(	0	39
1529	1995	0	39
1530	)	0	39
1531	785	0	39
1534	[	0	39
1537	hep-lat/9506028	0	39
1538	].	0	39
1545	F.	1	40
1547	Karsch,	1	40
1549	E.	1	40
1551	Meggiolaro,	1	40
1553	L.	1	40
1555	Turko	1	40
1556	,	0	40
1559	Phys.	0	40
1561	Rev.	0	40
1563	D	0	40
1565	51	0	40
1568	(	0	40
1571	1995	0	40
1574	)	0	40
1575	6417	0	40
1576	[	0	40
1579	hep	0	40
1581	-lat/9411019	0	40
1582	].	0	40
1589	K.Scharnhorst	1	41
1592	,	0	41
1593	Phys	0	41
1595	.Rev	0	41
1597	.D	0	41
1601	56	0	41
1602	(	0	41
1605	1997	0	41
1608	)	0	41
1611	3650	0	41
1612	[	0	41
1613	hep	0	41
1615	-	0	41
1617	lat/9505001	0	41
1618	].	0	41
1625	C.	1	42
1627	Gattringer	1	42
1628	,	0	42
1631	Nucl.	0	42
1633	Phys.	0	42
1635	B	0	42
1639	559	0	42
1642	(	0	42
1643	1999	0	42
1644	)	0	42
1647	539	0	42
1650	[	0	42
1651	hep-lat/9903021	0	42
1652	];	0	42
1659	Nucl.	0	43
1661	Phys.	0	43
1663	B	0	43
1667	543	0	43
1670	(	0	43
1671	1999	0	43
1672	)	0	43
1675	533	0	43
1676	[	0	43
1679	hep-lat/9811014	0	43
1680	].	0	43
1687	D.	1	44
1689	Baumgartner,	1	44
1691	U.	1	44
1693	Wenger	1	44
1694	,	0	44
1697	Nucl.	0	44
1699	Phys.	0	44
1701	B	0	44
1705	894	0	44
1708	(	0	44
1709	2015	0	44
1710	)	0	44
1713	223	0	44
1716	[	0	44
1717	arXiv:1412.5393	0	44
1720	[	0	44
1721	hep-lat	0	44
1722	]];	0	44
1729	Nucl.Phys	0	45
1731	.B	0	45
1735	897	0	45
1738	(	0	45
1741	2015	0	45
1742	)	0	45
1743	39	0	45
1746	[	0	45
1749	arXiv:1503.05232	0	45
1750	[	0	45
1753	hep-lat	0	45
1754	]];	0	45
1761	Nucl	0	46
1763	.Phys	0	46
1765	.B	0	46
1769	899	0	46
1772	(	0	46
1775	2015	0	46
1776	)	0	46
1777	375	0	46
1780	[	0	46
1783	arXiv:1505.07397	0	46
1784	[	0	46
1785	hep	0	46
1787	-lat	0	46
1788	]].	0	46
1795	U.	1	47
1797	Wenger	1	47
1798	,	0	47
1801	Phys.	0	47
1803	Rev.	0	47
1805	D	0	47
1807	80	0	47
1810	(	0	47
1813	2009	0	47
1816	)	0	47
1817	071503	0	47
1818	[	0	47
1821	arXiv	0	47
1823	:0812.3565	0	47
1824	[	0	47
1825	hep	0	47
1827	-lat	0	47
1828	]].	0	47
1835	C.	1	48
1837	Gattringer,	1	48
1839	T.	1	48
1841	Kloiber,	1	48
1843	V.	1	48
1845	Sazonov	1	48
1846	,	0	48
1849	Nucl.	0	48
1851	Phys.	0	48
1853	B	0	48
1857	897	0	48
1860	(	0	48
1861	2015	0	48
1862	)	0	48
1865	732	0	48
1868	[	0	48
1869	arXiv:1502.05479	0	48
1870	].	0	48
1877	L.	1	49
1879	Scorzato	1	49
1880	,	0	49
1883	PoS	0	49
1887	LATTICE	0	49
1889	2015	0	49
1892	(	0	49
1893	2016	0	49
1894	)	0	49
1897	016	0	49
1900	[	0	49
1901	arXiv:1512.08039	0	49
1904	[	0	49
1905	hep-lat	0	49
1906	]].	0	49
1913	G.	1	50
1915	Aarts	1	50
1916	,	0	50
1919	PoS	0	50
1923	LATTICE2012	0	50
1926	(	0	50
1929	2012	0	50
1930	)	0	50
1931	017	0	50
1934	[	0	50
1937	arXiv:1302.3028	0	50
1938	[	0	50
1941	hep-lat	0	50
1942	]].	0	50
1949	E.	1	51
1951	Follana,	1	51
1953	V.	1	51
1955	Azcoiti,	1	51
1957	G.	1	51
1959	Di	1	51
1961	Carlo,	1	51
1963	A.	1	51
1965	Vaquero	1	51
1967	Aviles-Casco	1	51
1968	,	0	51
1971	PoS	0	51
1975	LATTICE	0	51
1977	2014	0	51
1980	(	0	51
1981	2014	0	51
1982	)	0	51
1985	342	0	51
1986	.	0	51
1993	R.	1	52
1995	Lohmayer,	1	52
1997	R.	1	52
1999	Narayanan	1	52
2000	,	0	52
2003	Phys.	0	52
2005	Rev.	0	52
2007	D	0	52
2011	88	0	52
2014	(	0	52
2015	2013	0	52
2016	)	0	52
2019	10	0	52
2020	,	0	52
2023	105030	0	52
2026	[	0	52
2027	arXiv:1307.4969	0	52
2030	[	0	52
2031	hep-th	0	52
2032	]].	0	52
2039	P.W.	1	53
2041	Kasteleyn	1	53
2042	,	0	53
2045	Physica	0	53
2049	27	0	53
2052	(	0	53
2053	1961	0	53
2054	)	0	53
2057	1209	0	53
2058	.	0	53
2065	H.	1	54
2067	Fukaya	1	54
2069	,	1	54
2071	T.	1	54
2073	Onogi	1	54
2074	,	0	54
2077	Phys.	0	54
2079	Rev.	0	54
2081	D	0	54
2085	68	0	54
2088	(	0	54
2089	2003	0	54
2090	)	0	54
2093	074503	0	54
2096	[	0	54
2097	hep-lat/0305004	0	54
2098	];	0	54
2105	Phys.	0	55
2107	Rev.	0	55
2109	D	0	55
2113	70	0	55
2116	(	0	55
2117	2004	0	55
2118	)	0	55
2119	054508	0	55
2122	[	0	55
2125	hep-lat/0403024	0	55
2126	].	0	55
2133	S.	1	56
2135	Dürr	1	56
2136	,	0	56
2139	Phys.	0	56
2141	Rev.	0	56
2143	D	0	56
2147	85	0	56
2150	(	0	56
2151	2012	0	56
2152	)	0	56
2155	114503	0	56
2158	[	0	56
2159	arXiv:1203.2560	0	56
2162	[	0	56
2163	hep-lat	0	56
2164	]];	0	56
2171	PoS	0	57
2175	LAT	0	57
2177	2005	0	57
2180	(	0	57
2181	2006	0	57
2182	)	0	57
2183	021	0	57
2186	[	0	57
2189	hep-lat/0509026	0	57
2190	].	0	57
2197	S	1	58
2199	.Dürr	1	58
2201	,C	1	58
2203	.Hölbling	1	58
2206	,	0	58
2207	Phys	0	58
2209	.Rev	0	58
2211	.D	0	58
2215	69	0	58
2218	(	0	58
2221	2004	0	58
2222	)	0	58
2223	034503	0	58
2226	[	0	58
2229	hep-lat/0311002	0	58
2230	];	0	58
2237	Phys.	0	59
2239	Rev.	0	59
2241	D	0	59
2243	69	0	59
2246	(	0	59
2249	2004	0	59
2252	)	0	59
2253	034503	0	59
2254	[	0	59
2257	hep	0	59
2259	-lat/0311002	0	59
2260	].	0	59
2267	C.	1	60
2269	Gattringer,	1	60
2271	O.	1	60
2273	Orasch	1	60
2274	,	0	60
2277	work	0	60
2279	in	0	60
2281	preparation	0	60
2282	.	0	60
2289	NIST	0	61
2291	Handbook	0	61
2293	of	0	61
2295	Mathematical	0	61
2297	Functions	0	61
2298	,	0	61
2301	Cambridge	0	61
2303	University	0	61
2305	Press	0	61
2306	,	0	61
2309	2010	0	61
2310	.	0	61
2337	Biopharm.	0	62
2339	Drug	0	62
2341	Dispos.	0	62
2345	19	0	62
2346	:	0	62
2349	159	0	62
2351	–	0	62
2353	162	0	62
2356	(	0	62
2357	1998	0	62
2358	)	0	62
2366	ISSC	0	63
2368	2010	0	63
2369	,	0	63
2372	UCC	0	63
2373	,	0	63
2376	June	0	63
2378	23-24	0	63
2387	Am.	0	64
2389	J.	0	64
2391	Trop.	0	64
2393	Med.	0	64
2395	Hyg.	0	64
2396	,	0	64
2399	82	0	64
2400	(	0	64
2401	6	0	64
2402	),	0	64
2405	2010	0	64
2406	,	0	64
2408	pp.	0	64
2411	996–1003	0	64
2420	CHEM.	0	65
2422	RES.	0	65
2424	CHINESE	0	65
2426	UNIVERSITIES	0	65
2430	2011	0	65
2431	,	0	65
2434	27	0	65
2435	(	0	65
2436	2	0	65
2437	),	0	65
2440	232—236	0	65
2449	ANTIMICROBIAL	0	66
2451	AGENTS	0	66
2453	AND	0	66
2455	CHEMOTHERAPY	0	66
2456	,	0	66
2459	Sept.	0	66
2461	1979	0	66
2462	,	0	66
2464	p.	0	66
2467	329-332	0	66
2470	Vol.	0	66
2473	16	0	66
2474	,	0	66
2476	No.	0	66
2479	3	0	66
2487	Citation:	0	67
2490	Suarez,	1	67
2492	P.A.,	1	67
2494	Pereira,	1	67
2496	M.S.,	1	67
2498	Doll,	1	67
2500	K.M.,	1	67
2502	Sharma,	1	67
2504	B.K.,	1	67
2506	Erhan,	1	67
2508	S.Z.	1	67
2512	2009	0	67
2513	.	0	67
2516	Epoxidation	0	67
2518	of	0	67
2520	Methyl	0	67
2522	Oleate	0	67
2524	usingHeterogeneous	0	67
2526	Catalyst	0	67
2529	.	0	67
2530	Journal	0	67
2532	of	0	67
2534	Industrial	0	67
2536	and	0	67
2538	Engineering	0	67
2540	Chemical	0	67
2542	Research	0	67
2543	.	0	67
2546	48	0	67
2549	:	0	67
2550	3268-3270	0	67
2551	.	0	67
2559	Regis	0	68
2561	Vogel	0	68
2564	(Eds.)	0	68
2567	Proceedings	0	68
2569	of	0	68
2571	the	0	68
2573	Tools	0	68
2575	and	0	68
2577	Consultancy	0	68
2579	Track	0	68
2581	Fifth	0	68
2583	European	0	68
2585	Conference	0	68
2587	on	0	68
2589	Model	0	68
2591	-Driven	0	68
2593	Architecture	0	68
2595	Foundations	0	68
2597	and	0	68
2599	Applications	0	68
2601	(	0	68
2603	ECMDA	0	68
2605	-FA2009)	0	68
2609	Enschede,	0	68
2611	theNetherlands	0	68
2614	,	0	68
2617	2009	0	68
2621	CTIT	0	68
2623	Proceedings	0	68
2625	Series	0	68
2627	WP09	0	68
2630	-	0	68
2633	12	0	68
2642	Current	0	69
2644	Opinion	0	69
2646	in	0	69
2648	Structural	0	69
2650	Biology	0	69
2654	1998	0	69
2655	,	0	69
2658	8	0	69
2659	:	0	69
2660	578-586	0	69
2669	P.	1	70
2671	Bizon	1	70
2673	and	1	70
2675	A.	1	70
2677	Rostworowski	1	70
2678	,	0	70
2681	Phys.	0	70
2683	Rev.	0	70
2685	Lett.	0	70
2689	107	0	70
2692	(	0	70
2693	2011	0	70
2694	)	0	70
2695	031102	0	70
2698	,	0	70
2699	arXiv	0	70
2701	:1104.3702	0	70
2702	[	0	70
2703	gr-qc	0	70
2704	].	0	70
2711	M.	1	71
2713	Maliborski	1	71
2715	and	1	71
2717	A.	1	71
2719	Rostworowski	1	71
2720	,	0	71
2723	Proceedings,	0	71
2725	Spring	0	71
2727	Schoolon	0	71
2729	Numerical	0	71
2731	Relativity	0	71
2733	and	0	71
2735	High	0	71
2737	Energy	0	71
2739	Physics	0	71
2741	(	0	71
2743	NR/HEP2)	0	71
2744	,	0	71
2745	Int.	0	71
2747	J.	0	71
2749	Mod.	0	71
2751	Phys.	0	71
2753	A	0	71
2755	28	0	71
2758	(	0	71
2761	2013	0	71
2764	)	0	71
2765	1340020	0	71
2766	,	0	71
2769	arXiv:	0	71
2771	1308.1235	0	71
2772	[	0	71
2773	gr-qc	0	71
2774	].	0	71
2781	A.	1	72
2783	Buchel,	1	72
2785	L.	1	72
2787	Lehner,	1	72
2789	and	1	72
2791	S.L.	1	72
2793	Liebling	1	72
2794	,	0	72
2797	Phys.	0	72
2799	Rev.	0	72
2801	D	0	72
2805	86	0	72
2808	(	0	72
2809	2012	0	72
2810	)	0	72
2811	123011	0	72
2814	,	0	72
2815	arXiv	0	72
2817	:1210.0890	0	72
2818	[	0	72
2819	gr-qc	0	72
2820	].	0	72
2827	O.J.C.	1	73
2829	Dias,	1	73
2831	G.T.	1	73
2833	Horowitz,	1	73
2835	and	1	73
2837	J.E.	1	73
2839	Santos	1	73
2840	,	0	73
2843	Class.	0	73
2845	Quant.Grav	0	73
2847	.	0	73
2849	29	0	73
2852	(	0	73
2855	2012	0	73
2856	)	0	73
2857	194002	0	73
2860	,	0	73
2861	arXiv	0	73
2863	:1109.1825	0	73
2864	[	0	73
2865	hepth	0	73
2866	].	0	73
2873	A.	1	74
2875	Buchel,	1	74
2877	S.L.	1	74
2879	Liebling,	1	74
2881	and	1	74
2883	L.	1	74
2885	Lehner	1	74
2886	,	0	74
2889	Phys.	0	74
2891	Rev.	0	74
2893	D	0	74
2897	87	0	74
2900	(	0	74
2901	2013	0	74
2902	)	0	74
2903	123006	0	74
2906	,	0	74
2907	arXiv	0	74
2909	:1304.4166	0	74
2910	[	0	74
2911	gr-qc	0	74
2912	].	0	74
2919	M.	1	75
2921	Maliborski	1	75
2923	and	1	75
2925	A.	1	75
2927	Rostworowski	1	75
2928	,	0	75
2931	Phys.	0	75
2933	Rev.	0	75
2935	Lett.	0	75
2939	111	0	75
2942	(	0	75
2943	2013	0	75
2944	)	0	75
2945	051102	0	75
2948	,	0	75
2949	arXiv	0	75
2951	:1303.3186	0	75
2952	[	0	75
2953	gr-qc	0	75
2954	].	0	75
2961	N.	1	76
2963	Kim	1	76
2964	,	0	76
2967	Phys.Lett	0	76
2969	.B	0	76
2973	742	0	76
2976	(	0	76
2979	2015	0	76
2980	)	0	76
2981	274	0	76
2984	,	0	76
2985	arXiv	0	76
2987	:1411.1633	0	76
2988	[	0	76
2989	hep-th	0	76
2990	].	0	76
2997	H.	1	77
2999	Okawa,	1	77
3001	J.C.	1	77
3003	Lopes,	1	77
3005	and	1	77
3007	V.	1	77
3009	Cardoso	1	77
3010	,	0	77
3012	(	0	77
3013	2015	0	77
3014	),	0	77
3017	arXiv:1504.05203	0	77
3018	[	0	77
3019	gr-qc	0	77
3020	].	0	77
3027	N.	1	78
3029	Deppe	1	78
3031	and	1	78
3033	A.R.	1	78
3035	Frey	1	78
3036	,	0	78
3039	J.	0	78
3041	High	0	78
3043	Energy	0	78
3045	Phys.	0	78
3049	12	0	78
3052	(	0	78
3053	2015	0	78
3054	)	0	78
3057	004	0	78
3058	.	0	78
3065	V.	1	79
3067	Balasubramanian,	1	79
3069	A.	1	79
3071	Buchel,	1	79
3073	S.R.	1	79
3075	Green,	1	79
3077	L.	1	79
3079	Lehner,	1	79
3081	andS	1	79
3083	.L.Liebling	1	79
3086	,	0	79
3087	Phys	0	79
3089	.Rev	0	79
3091	.Lett	0	79
3093	.	0	79
3095	113	0	79
3098	(	0	79
3101	2014	0	79
3102	)	0	79
3103	071601	0	79
3106	,	0	79
3107	arXiv	0	79
3109	:1403.6471	0	79
3110	[	0	79
3111	hep-th	0	79
3112	].	0	79
3119	B.	1	80
3121	Craps,	1	80
3123	O.	1	80
3125	Evnin,	1	80
3127	and	1	80
3129	J.	1	80
3131	Vanhoof	1	80
3132	,	0	80
3135	J.	0	80
3137	High	0	80
3139	Energy	0	80
3141	Phys.	0	80
3145	10	0	80
3146	(	0	80
3149	2014	0	80
3150	)	0	80
3151	48	0	80
3154	,	0	80
3155	arXiv	0	80
3157	:1407.6273	0	80
3158	[	0	80
3159	gr-qc	0	80
3160	].	0	80
3167	B.	1	81
3169	Craps,	1	81
