	text	class	sample
294	,	0	17
295	Nucl	0	17
296	.Phys	0	17
297	.B	0	17
298	871	0	17
299	(	0	17
300	2013	0	17
301	)	0	17
302	145	0	17
303	[	0	17
304	arXiv:1212	0	17
305	.	0	17
306	2875	0	17
307	[	0	17
308	hep-lat	0	17
309	]	0	17
310	].	0	17
311	siehe	0	18
312	P.N.Meisinger	1	18
313	,M.C.	1	18
314	Ogilvie	1	18
315	,	0	18
316	arXiv:1306.	0	18
317	1495	0	18
318	[	0	18
319	hep-lat	0	18
320	].	0	18
321	siehe	0	19
322	C.Gattringer,A.	1	19
323	Schmidt	1	19
324	,	0	19
325	Phys.	0	19
326	Rev.	0	19
327	D	0	19
328	86	0	19
329	(	0	19
330	2012	0	19
331	)	0	19
332	094506	0	19
333	[	0	19
334	arXiv	0	19
335	:	0	19
336	1208.6472	0	19
337	[	0	19
338	hep-lat	0	19
339	]].	0	19
340	dazu	0	20
341	auch	0	20
342	Y.D.Mercado,C	1	20
343	.Gattringer,A	1	20
344	.Schmidt	1	20
345	,	0	20
346	Phys	0	20
347	.Rev	0	20
348	.Lett	0	20
349	.	0	20
350	111	0	20
351	(	0	20
352	2013	0	20
353	)	0	20
354	14	0	20
355	,	0	20
356	141601	0	20
357	[	0	20
358	arXiv	0	20
359	:1307.	0	20
360	6120	0	20
361	[	0	20
362	hep	0	20
363	-lat	0	20
364	]];	0	20
365	Comput	0	21
366	.Phys.Commun.	0	21
367	184	0	21
368	(	0	21
369	2013	0	21
370	)	0	21
371	1535	0	21
372	[	0	21
373	arXiv:	0	21
374	1211.	0	21
375	3436	0	21
376	[	0	21
377	hep	0	21
378	-	0	21
379	lat	0	21
380	]].	0	21
381	Die	0	22
382	Arbeit	0	22
383	von	0	22
384	A.	1	22
385	Schmidt,P.deForcrand,	1	22
386	C.	1	22
387	Gattringer	1	22
388	,	0	22
389	PoS	0	22
390	Lattice	0	22
391	2014	0	22
392	(	0	22
393	2015	0	22
394	)	0	22
395	209	0	22
396	[	0	22
397	arXiv	0	22
398	:	0	22
399	1501.	0	22
400	06472	0	22
401	[	0	22
402	hep-	0	22
403	lat	0	22
404	]].	0	22
405	siehe	0	23
406	C.	1	23
407	Gattringer,	1	23
408	T.	1	23
409	Kloiber,	1	23
410	M.	1	23
411	Müller-Preussker	1	23
412	,	0	23
413	Phys.	0	23
414	Rev.	0	23
415	D	0	23
416	92	0	23
417	(	0	23
418	2015	0	23
419	)	0	23
420	no.	0	23
421	11	0	23
422	,	0	23
423	114508	0	23
424	[	0	23
425	arXiv:1508.00681	0	23
426	[	0	23
427	hep-lat	0	23
428	]].	0	23
429	siehe	0	24
430	T	1	24
431	.Kloiber	1	24
432	,C	1	24
433	.Gattringer	1	24
434	,	0	24
435	PoS	0	24
436	Lattice	0	24
437	2014	0	24
438	(	0	24
439	2015	0	24
440	)	0	24
441	345	0	24
442	[	0	24
443	arXiv:1410.3216	0	24
444	[	0	24
445	hep	0	24
446	-lat	0	24
447	]].	0	24
448	Vgl	0	25
449	.	0	25
450	S.	1	25
451	Chandrasekharan	1	25
452	,	0	25
453	Phys.	0	25
454	Rev.	0	25
455	D	0	25
456	86	0	25
457	(	0	25
458	2012	0	25
459	)	0	25
460	021701	0	25
461	[	0	25
462	arXiv:1205.0084	0	25
463	[	0	25
464	hep-lat	0	25
465	]].	0	25
466	siehe	0	26
467	D.J.	1	26
468	Cecile,	1	26
469	S.Chandrasekharan	1	26
470	,	0	26
471	Phys	0	26
472	.Rev	0	26
473	.D	0	26
474	77	0	26
475	(	0	26
476	2008	0	26
477	)	0	26
478	054502	0	26
479	[	0	26
480	arXiv:0801.1857	0	26
481	[	0	26
482	hep-lat	0	26
483	]].	0	26
484	dazu	0	27
485	auch	0	27
486	S	1	27
487	.Chan	1	27
488	-drasekharan,F.	1	27
489	J.Jiang	1	27
490	,	0	27
491	Phys.	0	27
492	Rev.	0	27
493	D	0	27
494	74	0	27
495	(	0	27
496	2006	0	27
497	)	0	27
498	014506	0	27
499	[	0	27
500	hep	0	27
501	-lat/0602031	0	27
502	].	0	27
503	dazu	0	28
504	S.	1	28
505	Chandrasekha-	1	28
506	ran,C.G	1	28
507	.Strouthos	1	28
508	,	0	28
509	Phys	0	28
510	.Rev	0	28
511	.D	0	28
512	69	0	28
513	(	0	28
514	2004	0	28
515	)	0	28
516	091502	0	28
517	[	0	28
518	hep	0	28
519	-	0	28
520	lat/0401002	0	28
521	].	0	28
522	siehe	0	29
523	S.Chandrasekharan	1	29
524	,F	1	29
525	.J	1	29
526	.Jiang	1	29
527	,	0	29
528	Phys.	0	29
529	Rev.	0	29
530	D	0	29
531	68	0	29
532	(	0	29
533	2003	0	29
534	)	0	29
535	091501	0	29
536	[	0	29
537	hep-	0	29
538	lat	0	29
539	/0309025	0	29
540	].	0	29
541	zu	0	30
542	<place_holder>	0	30
543	:	0	30
544	D.H.	1	30
545	Adams,S.	1	30
546	Chandrasekha-	1	30
547	ran	1	30
548	,	0	30
549	Nucl.Phys.B	0	30
550	662	0	30
551	(	0	30
552	2003	0	30
553	)	0	30
554	220	0	30
555	[	0	30
556	hep-lat	0	30
557	/	0	30
558	0303003]	0	30
559	.	0	30
560	S.Chandrasekharan,C	1	31
561	.G	1	31
562	.Strouthos	1	31
563	,	0	31
564	Phys.Rev	0	31
565	.D	0	31
566	68	0	31
567	(	0	31
568	2003	0	31
569	)	0	31
570	091502	0	31
571	[	0	31
572	hep	0	31
573	-lat/	0	31
574	0306034	0	31
575	].	0	31
576	siehe	0	32
577	S.Chandrasekharan	1	32
578	,	0	32
579	Phys.	0	32
580	Lett.	0	32
581	B	0	32
582	536	0	32
583	(	0	32
584	2002	0	32
585	)	0	32
586	72	0	32
587	[	0	32
588	hep	0	32
589	-lat/0203020	0	32
590	]	0	32
591	.	0	32
592	zu	0	33
593	<place_holder>	0	33
594	:	0	33
595	H.Vairinhos,P.de	1	33
596	Forcrand	1	33
597	,	0	33
598	PoS	0	33
599	LATTICE	0	33
600	2015	0	33
601	(	0	33
602	2016	0	33
603	)	0	33
604	170	0	33
605	.	0	33
606	Vgl	0	34
607	.	0	34
608	dazu	0	34
609	W	1	34
610	.	1	34
611	Unger,P	1	34
612	.de	1	34
613	Forcrand	1	34
614	,	0	34
615	J	0	34
616	.Phys	0	34
617	.G	0	34
618	38	0	34
619	(	0	34
620	2011	0	34
621	)	0	34
622	124190	0	34
623	[	0	34
624	arXiv	0	34
625	:	0	34
626	1107	0	34
627	.1553	0	34
628	[	0	34
629	hep	0	34
630	-lat	0	34
631	]].	0	34
632	Vgl	0	35
633	.	0	35
634	dazu	0	35
635	O	1	35
636	.Bär,W.Rath,	1	35
637	U.	1	35
638	Wolff	1	35
639	,	0	35
640	Nucl.Phys	0	35
641	.B	0	35
642	822	0	35
643	(	0	35
644	2009	0	35
645	)	0	35
646	408	0	35
647	[	0	35
648	arXiv:	0	35
649	0905	0	35
650	.	0	35
651	4417	0	35
652	[	0	35
653	hep	0	35
654	-	0	35
655	lat	0	35
656	]].	0	35
657	U.	1	36
658	Wolff	1	36
659	,	0	36
660	Nucl.Phys.B	0	36
661	789	0	36
662	(	0	36
663	2008	0	36
664	)	0	36
665	258	0	36
666	[	0	36
667	arXiv:0707	0	36
668	.	0	36
669	2872	0	36
670	[	0	36
671	hep-	0	36
672	lat	0	36
673	]].	0	36
674	beispielsweise	0	37
675	auch	0	37
676	M.	1	37
677	Salmhofer	1	37
678	,	0	37
679	Nucl.	0	37
680	Phys.	0	37
681	B	0	37
682	362	0	37
683	(	0	37
684	1991	0	37
685	)	0	37
686	641	0	37
687	.	0	37
688	Vgl.	0	38
689	beispielsweise	0	38
690	H.	1	38
691	Gausterer,	1	38
692	C.B.	1	38
693	Lang,	1	38
694	M.	1	38
695	Salmhofer	1	38
696	,	0	38
697	Nucl.Phys	0	38
698	.B	0	38
699	388	0	38
700	(	0	38
701	1992	0	38
702	)	0	38
703	275	0	38
704	.	0	38
705	Vgl	0	39
706	.	0	39
707	dazu	0	39
708	H	1	39
709	.Gausterer	1	39
710	,C	1	39
711	.B.Lang	1	39
712	,	0	39
713	Nucl	0	39
714	.Phys	0	39
715	.B	0	39
716	455	0	39
717	(	0	39
718	1995	0	39
719	)	0	39
720	785	0	39
721	[	0	39
722	hep-lat/9506028	0	39
723	].	0	39
724	siehe	0	40
725	F.	1	40
726	Karsch,	1	40
727	E.	1	40
728	Meggiolaro,	1	40
729	L.	1	40
730	Turko	1	40
731	,	0	40
732	Phys.	0	40
733	Rev.	0	40
734	D	0	40
735	51	0	40
736	(	0	40
737	1995	0	40
738	)	0	40
739	6417	0	40
740	[	0	40
741	hep	0	40
742	-lat/9411019	0	40
743	].	0	40
744	zu	0	41
745	<place_holder>	0	41
746	vgl	0	41
747	.	0	41
748	K.Scharnhorst	1	41
749	,	0	41
750	Phys	0	41
751	.Rev	0	41
752	.D	0	41
753	56	0	41
754	(	0	41
755	1997	0	41
756	)	0	41
757	3650	0	41
758	[	0	41
759	hep	0	41
760	-	0	41
761	lat/9505001	0	41
762	].	0	41
763	Vgl	0	42
764	.	0	42
765	C.	1	42
766	Gattringer	1	42
767	,	0	42
768	Nucl.	0	42
769	Phys.	0	42
770	B	0	42
771	559	0	42
772	(	0	42
773	1999	0	42
774	)	0	42
775	539	0	42
776	[	0	42
777	hep-lat/9903021	0	42
778	];	0	42
779	beispielsweise	0	43
780	auch	0	43
781	Nucl.	0	43
782	Phys.	0	43
783	B	0	43
784	543	0	43
785	(	0	43
786	1999	0	43
787	)	0	43
788	533	0	43
789	[	0	43
790	hep-lat/9811014	0	43
791	].	0	43
792	Vgl	0	44
793	.	0	44
794	D.	1	44
795	Baumgartner,	1	44
796	U.	1	44
797	Wenger	1	44
798	,	0	44
799	Nucl.	0	44
800	Phys.	0	44
801	B	0	44
802	894	0	44
803	(	0	44
804	2015	0	44
805	)	0	44
806	223	0	44
807	[	0	44
808	arXiv:1412.5393	0	44
809	[	0	44
810	hep-lat	0	44
811	]];	0	44
812	Vgl	0	45
813	.	0	45
814	dazu	0	45
815	Nucl.Phys	0	45
816	.B	0	45
817	897	0	45
818	(	0	45
819	2015	0	45
820	)	0	45
821	39	0	45
822	[	0	45
823	arXiv:1503.05232	0	45
824	[	0	45
825	hep-lat	0	45
826	]];	0	45
827	zu	0	46
828	<place_holder>	0	46
829	:	0	46
830	Nucl	0	46
831	.Phys	0	46
832	.B	0	46
833	899	0	46
834	(	0	46
835	2015	0	46
836	)	0	46
837	375	0	46
838	[	0	46
839	arXiv:1505.07397	0	46
840	[	0	46
841	hep	0	46
842	-lat	0	46
843	]].	0	46
844	zu	0	47
845	<place_holder>	0	47
846	:	0	47
847	U.	1	47
848	Wenger	1	47
849	,	0	47
850	Phys.	0	47
851	Rev.	0	47
852	D	0	47
853	80	0	47
854	(	0	47
855	2009	0	47
856	)	0	47
857	071503	0	47
858	[	0	47
859	arXiv	0	47
860	:0812.3565	0	47
861	[	0	47
862	hep	0	47
863	-lat	0	47
864	]].	0	47
865	C.	1	48
866	Gattringer,	1	48
867	T.	1	48
868	Kloiber,	1	48
869	V.	1	48
870	Sazonov	1	48
871	,	0	48
872	Nucl.	0	48
873	Phys.	0	48
874	B	0	48
875	897	0	48
876	(	0	48
877	2015	0	48
878	)	0	48
879	732	0	48
880	[	0	48
881	arXiv:1502.05479	0	48
882	].	0	48
883	siehe	0	49
884	L.	1	49
885	Scorzato	1	49
886	,	0	49
887	PoS	0	49
888	LATTICE	0	49
889	2015	0	49
890	(	0	49
891	2016	0	49
892	)	0	49
893	016	0	49
894	[	0	49
895	arXiv:1512.08039	0	49
896	[	0	49
897	hep-lat	0	49
898	]].	0	49
899	G.	1	50
900	Aarts	1	50
901	,	0	50
902	PoS	0	50
903	LATTICE2012	0	50
904	(	0	50
905	2012	0	50
906	)	0	50
907	017	0	50
908	[	0	50
909	arXiv:1302.3028	0	50
910	[	0	50
911	hep-lat	0	50
912	]].	0	50
913	E.	1	51
914	Follana,	1	51
915	V.	1	51
916	Azcoiti,	1	51
917	G.	1	51
918	Di	1	51
919	Carlo,	1	51
920	A.	1	51
921	Vaquero	1	51
922	Aviles-Casco	1	51
923	,	0	51
924	PoS	0	51
925	LATTICE	0	51
926	2014	0	51
927	(	0	51
928	2014	0	51
929	)	0	51
930	342	0	51
931	.	0	51
932	dazu	0	52
933	R.	1	52
934	Lohmayer,	1	52
935	R.	1	52
936	Narayanan	1	52
937	,	0	52
938	Phys.	0	52
939	Rev.	0	52
940	D	0	52
941	88	0	52
942	(	0	52
943	2013	0	52
944	)	0	52
945	10	0	52
946	,	0	52
947	105030	0	52
948	[	0	52
949	arXiv:1307.4969	0	52
950	[	0	52
951	hep-th	0	52
952	]].	0	52
953	)	0	53
954	P.W.	1	53
955	Kasteleyn	1	53
956	,	0	53
957	Physica	0	53
958	27	0	53
959	(	0	53
960	1961	0	53
961	)	0	53
962	1209	0	53
963	.	0	53
964	Vgl	0	54
965	.	0	54
966	H.	1	54
967	Fukaya	1	54
968	,	1	54
969	T.	1	54
970	Onogi	1	54
971	,	0	54
972	Phys.	0	54
973	Rev.	0	54
974	D	0	54
975	68	0	54
976	(	0	54
977	2003	0	54
978	)	0	54
979	074503	0	54
980	[	0	54
981	hep-lat/0305004	0	54
982	];	0	54
983	siehe	0	55
984	Phys.	0	55
985	Rev.	0	55
986	D	0	55
987	70	0	55
988	(	0	55
989	2004	0	55
990	)	0	55
991	054508	0	55
992	[	0	55
993	hep-lat/0403024	0	55
994	].	0	55
995	Vgl	0	56
996	.	0	56
997	S.	1	56
998	Dürr	1	56
999	,	0	56
1000	Phys.	0	56
1001	Rev.	0	56
1002	D	0	56
1003	85	0	56
1004	(	0	56
1005	2012	0	56
1006	)	0	56
1007	114503	0	56
1008	[	0	56
1009	arXiv:1203.2560	0	56
1010	[	0	56
1011	hep-lat	0	56
1012	]];	0	56
1013	Die	0	57
1014	Arbeit	0	57
1015	von	0	57
1016	PoS	0	57
1017	LAT	0	57
1018	2005	0	57
1019	(	0	57
1020	2006	0	57
1021	)	0	57
1022	021	0	57
1023	[	0	57
1024	hep-lat/0509026	0	57
1025	].	0	57
1026	S	1	58
1027	.Dürr	1	58
1028	,C	1	58
1029	.Hölbling	1	58
1030	,	0	58
1031	Phys	0	58
1032	.Rev	0	58
1033	.D	0	58
1034	69	0	58
1035	(	0	58
1036	2004	0	58
1037	)	0	58
1038	034503	0	58
1039	[	0	58
1040	hep-lat/0311002	0	58
1041	];	0	58
1042	Vgl	0	59
1043	.	0	59
1044	Phys.	0	59
1045	Rev.	0	59
1046	D	0	59
1047	69	0	59
1048	(	0	59
1049	2004	0	59
1050	)	0	59
1051	034503	0	59
1052	[	0	59
1053	hep	0	59
1054	-lat/0311002	0	59
1055	].	0	59
1056	Vgl	0	60
1057	.	0	60
1058	C.	1	60
1059	Gattringer,	1	60
1060	O.	1	60
1061	Orasch	1	60
1062	,	0	60
1063	work	0	60
1064	in	0	60
1065	preparation	0	60
1066	.	0	60
1067	)	0	61
1068	NIST	0	61
1069	Handbook	0	61
1070	of	0	61
1071	Mathematical	0	61
1072	Functions	0	61
1073	,	0	61
1074	Cambridge	0	61
1075	University	0	61
1076	Press	0	61
1077	,	0	61
1078	2010	0	61
1079	.	0	61
1080	Vgl.	0	62
1081	beispielsweise	0	62
1082	Biopharm.	0	62
1083	Drug	0	62
1084	Dispos.	0	62
1085	19	0	62
1086	:	0	62
1087	159	0	62
1088	–	0	62
1089	162	0	62
1090	(	0	62
1091	1998	0	62
1092	)	0	62
1093	ISSC	0	63
1094	2010	0	63
1095	,	0	63
1096	UCC	0	63
1097	,	0	63
1098	June	0	63
1099	23-24	0	63
1100	Am.	0	64
1101	J.	0	64
1102	Trop.	0	64
1103	Med.	0	64
1104	Hyg.	0	64
1105	,	0	64
1106	82	0	64
1107	(	0	64
1108	6	0	64
1109	),	0	64
1110	2010	0	64
1111	,	0	64
1112	pp.	0	64
1113	996–1003	0	64
1114	Vgl	0	65
1115	.	0	65
1116	CHEM.	0	65
1117	RES.	0	65
1118	CHINESE	0	65
1119	UNIVERSITIES	0	65
1120	2011	0	65
1121	,	0	65
1122	27	0	65
1123	(	0	65
1124	2	0	65
1125	),	0	65
1126	232—236	0	65
1127	Vgl	0	66
1128	.	0	66
1129	dazu	0	66
1130	ANTIMICROBIAL	0	66
1131	AGENTS	0	66
1132	AND	0	66
1133	CHEMOTHERAPY	0	66
1134	,	0	66
1135	Sept.	0	66
1136	1979	0	66
1137	,	0	66
1138	p.	0	66
1139	329-332	0	66
1140	Vol.	0	66
1141	16	0	66
1142	,	0	66
1143	No.	0	66
1144	3	0	66
1145	Citation:	0	67
1146	Suarez,	1	67
1147	P.A.,	1	67
1148	Pereira,	1	67
1149	M.S.,	1	67
1150	Doll,	1	67
1151	K.M.,	1	67
1152	Sharma,	1	67
1153	B.K.,	1	67
1154	Erhan,	1	67
1155	S.Z.	1	67
1156	2009	0	67
1157	.	0	67
1158	Epoxidation	0	67
1159	of	0	67
1160	Methyl	0	67
1161	Oleate	0	67
1162	usingHeterogeneous	0	67
1163	Catalyst	0	67
1164	.	0	67
1165	Journal	0	67
1166	of	0	67
1167	Industrial	0	67
1168	and	0	67
1169	Engineering	0	67
1170	Chemical	0	67
1171	Research	0	67
1172	.	0	67
1173	48	0	67
1174	:	0	67
1175	3268-3270	0	67
1176	.	0	67
1177	Regis	0	68
1178	Vogel	0	68
1179	(Eds.)	0	68
1180	Proceedings	0	68
1181	of	0	68
1182	the	0	68
1183	Tools	0	68
1184	and	0	68
1185	Consultancy	0	68
1186	Track	0	68
1187	Fifth	0	68
1188	European	0	68
1189	Conference	0	68
1190	on	0	68
1191	Model	0	68
1192	-Driven	0	68
1193	Architecture	0	68
1194	Foundations	0	68
1195	and	0	68
1196	Applications	0	68
1197	(	0	68
1198	ECMDA	0	68
1199	-FA2009)	0	68
1200	Enschede,	0	68
1201	theNetherlands	0	68
1202	,	0	68
1203	2009	0	68
1204	CTIT	0	68
1205	Proceedings	0	68
1206	Series	0	68
1207	WP09	0	68
1208	-	0	68
1209	12	0	68
1210	Die	0	69
1211	Arbeit	0	69
1212	von	0	69
1213	Current	0	69
1214	Opinion	0	69
1215	in	0	69
1216	Structural	0	69
1217	Biology	0	69
1218	1998	0	69
1219	,	0	69
1220	8	0	69
1221	:	0	69
1222	578-586	0	69
1223	P.	1	70
1224	Bizon	1	70
1225	and	1	70
1226	A.	1	70
1227	Rostworowski	1	70
1228	,	0	70
1229	Phys.	0	70
1230	Rev.	0	70
1231	Lett.	0	70
1232	107	0	70
1233	(	0	70
1234	2011	0	70
1235	)	0	70
1236	031102	0	70
1237	,	0	70
1238	arXiv	0	70
1239	:1104.3702	0	70
1240	[	0	70
1241	gr-qc	0	70
1242	].	0	70
1243	dazu	0	71
1244	M.	1	71
1245	Maliborski	1	71
1246	and	1	71
1247	A.	1	71
1248	Rostworowski	1	71
1249	,	0	71
1250	Proceedings,	0	71
1251	Spring	0	71
1252	Schoolon	0	71
1253	Numerical	0	71
1254	Relativity	0	71
1255	and	0	71
1256	High	0	71
1257	Energy	0	71
1258	Physics	0	71
1259	(	0	71
1260	NR/HEP2)	0	71
1261	,	0	71
1262	Int.	0	71
1263	J.	0	71
1264	Mod.	0	71
1265	Phys.	0	71
1266	A	0	71
1267	28	0	71
1268	(	0	71
1269	2013	0	71
1270	)	0	71
1271	1340020	0	71
1272	,	0	71
1273	arXiv:	0	71
1274	1308.1235	0	71
1275	[	0	71
1276	gr-qc	0	71
1277	].	0	71
1278	Vgl	0	72
1279	.	0	72
1280	dazu	0	72
1281	A.	1	72
1282	Buchel,	1	72
1283	L.	1	72
1284	Lehner,	1	72
1285	and	1	72
1286	S.L.	1	72
1287	Liebling	1	72
1288	,	0	72
1289	Phys.	0	72
1290	Rev.	0	72
1291	D	0	72
1292	86	0	72
1293	(	0	72
1294	2012	0	72
1295	)	0	72
1296	123011	0	72
1297	,	0	72
1298	arXiv	0	72
1299	:1210.0890	0	72
1300	[	0	72
1301	gr-qc	0	72
1302	].	0	72
1303	Vgl	0	73
1304	.	0	73
1305	O.J.C.	1	73
1306	Dias,	1	73
1307	G.T.	1	73
1308	Horowitz,	1	73
1309	and	1	73
1310	J.E.	1	73
1311	Santos	1	73
1312	,	0	73
1313	Class.	0	73
1314	Quant.Grav	0	73
1315	.	0	73
1316	29	0	73
1317	(	0	73
1318	2012	0	73
1319	)	0	73
1320	194002	0	73
1321	,	0	73
1322	arXiv	0	73
1323	:1109.1825	0	73
1324	[	0	73
1325	hepth	0	73
1326	].	0	73
1327	Vgl	0	74
1328	.	0	74
1329	dazu	0	74
1330	A.	1	74
1331	Buchel,	1	74
1332	S.L.	1	74
1333	Liebling,	1	74
1334	and	1	74
1335	L.	1	74
1336	Lehner	1	74
1337	,	0	74
1338	Phys.	0	74
1339	Rev.	0	74
1340	D	0	74
1341	87	0	74
1342	(	0	74
1343	2013	0	74
1344	)	0	74
1345	123006	0	74
1346	,	0	74
1347	arXiv	0	74
1348	:1304.4166	0	74
1349	[	0	74
1350	gr-qc	0	74
1351	].	0	74
1352	zu	0	75
1353	<place_holder>	0	75
1354	:	0	75
1355	M.	1	75
1356	Maliborski	1	75
1357	and	1	75
1358	A.	1	75
1359	Rostworowski	1	75
1360	,	0	75
1361	Phys.	0	75
1362	Rev.	0	75
1363	Lett.	0	75
1364	111	0	75
1365	(	0	75
1366	2013	0	75
1367	)	0	75
1368	051102	0	75
1369	,	0	75
1370	arXiv	0	75
1371	:1303.3186	0	75
1372	[	0	75
1373	gr-qc	0	75
1374	].	0	75
1375	dazu	0	76
1376	N.	1	76
1377	Kim	1	76
1378	,	0	76
1379	Phys.Lett	0	76
1380	.B	0	76
1381	742	0	76
1382	(	0	76
1383	2015	0	76
1384	)	0	76
1385	274	0	76
1386	,	0	76
1387	arXiv	0	76
1388	:1411.1633	0	76
1389	[	0	76
1390	hep-th	0	76
1391	].	0	76
1392	Vgl	0	77
1393	.	0	77
1394	dazu	0	77
1395	H.	1	77
1396	Okawa,	1	77
1397	J.C.	1	77
1398	Lopes,	1	77
